"cvss3_score","Architecture","Version","cve","detection_time","Title","condition","external_references","updated","cvss2_score","severity","published","Name"
7.8,"x64","10.0.20348","CVE-2022-22715","2023-08-10T05:36:46+00:00","CVE-2022-22715 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22715"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22715""]","2023-08-08",7.2,"High","2022-02-09","Windows Server 2022"
5.6,"x64","10.0.20348","CVE-2022-22712","2023-08-10T05:36:46+00:00","CVE-2022-22712 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22712"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22712""]","2023-08-08",4.7,"Medium","2022-02-09","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2022-22710","2023-08-10T05:36:46+00:00","CVE-2022-22710 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22710"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22710""]","2023-08-08",4.9,"Medium","2022-02-09","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-22019","2023-08-10T05:36:46+00:00","CVE-2022-22019 affects Windows Server 2022","KB5013944 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22019"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22019""]","2022-05-18",6.8,"High","2022-05-10","Windows Server 2022"
7,"x64","10.0.20348","CVE-2022-22016","2023-08-10T05:36:46+00:00","CVE-2022-22016 affects Windows Server 2022","KB5013944 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22016"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22016""]","2022-05-23",4.4,"High","2022-05-10","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2022-22015","2023-08-10T05:36:46+00:00","CVE-2022-22015 affects Windows Server 2022","KB5013944 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22015"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22015""]","2023-08-08",4,"Medium","2022-05-10","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-22014","2023-08-10T05:36:47+00:00","CVE-2022-22014 affects Windows Server 2022","KB5013944 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22014"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22014""]","2022-05-17",6.5,"High","2022-05-10","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-22013","2023-08-10T05:36:47+00:00","CVE-2022-22013 affects Windows Server 2022","KB5013944 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22013"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22013""]","2022-05-17",6.5,"High","2022-05-10","Windows Server 2022"
9.8,"x64","10.0.20348","CVE-2022-22012","2023-08-10T05:36:47+00:00","CVE-2022-22012 affects Windows Server 2022","KB5013944 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22012"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22012""]","2022-05-17",9.3,"Critical","2022-05-10","Windows Server 2022"
4.4,"x64","10.0.20348","CVE-2022-22010","2023-08-10T05:36:47+00:00","CVE-2022-22010 affects Windows Server 2022","KB5011497 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22010"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22010""]","2023-06-29",4.3,"Medium","2022-03-09","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2022-22002","2023-08-10T05:36:47+00:00","CVE-2022-22002 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22002"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22002""]","2023-08-08",4.9,"Medium","2022-02-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-22001","2023-08-10T05:36:47+00:00","CVE-2022-22001 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22001"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22001""]","2023-08-08",7.2,"High","2022-02-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-22000","2023-08-10T05:36:47+00:00","CVE-2022-22000 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22000"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22000""]","2023-08-08",7.2,"High","2022-02-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21999","2023-08-10T05:36:47+00:00","CVE-2022-21999 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21999"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21999""]","2023-08-08",4.6,"High","2022-02-09","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2022-21998","2023-08-10T05:36:47+00:00","CVE-2022-21998 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21998"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21998""]","2023-08-08",4.9,"Medium","2022-02-09","Windows Server 2022"
7.1,"x64","10.0.20348","CVE-2022-21997","2023-08-10T05:36:47+00:00","CVE-2022-21997 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21997"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21997""]","2023-08-08",3.6,"High","2022-02-09","Windows Server 2022"
7.9,"x64","10.0.20348","CVE-2022-21995","2023-08-10T05:36:47+00:00","CVE-2022-21995 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21995"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21995""]","2023-06-29",6.8,"High","2022-02-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21994","2023-08-10T05:36:47+00:00","CVE-2022-21994 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21994"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21994""]","2023-08-08",7.2,"High","2022-02-09","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2022-21993","2023-08-10T05:36:47+00:00","CVE-2022-21993 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21993"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21993""]","2023-08-08",7.8,"High","2022-02-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21992","2023-08-10T05:36:47+00:00","CVE-2022-21992 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21992"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21992""]","2023-06-29",9.3,"High","2022-02-09","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-21990","2023-08-10T05:36:47+00:00","CVE-2022-21990 affects Windows Server 2022","KB5011497 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21990"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21990""]","2023-06-29",6.8,"High","2022-03-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21989","2023-08-10T05:36:47+00:00","CVE-2022-21989 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21989"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21989""]","2023-08-08",6.9,"High","2022-02-09","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2022-21985","2023-08-10T05:36:47+00:00","CVE-2022-21985 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21985"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21985""]","2023-08-08",2.1,"Medium","2022-02-09","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-21984","2023-08-10T05:36:47+00:00","CVE-2022-21984 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21984"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21984""]","2023-06-29",6,"High","2022-02-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21981","2023-08-10T05:36:47+00:00","CVE-2022-21981 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21981"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21981""]","2023-08-08",4.6,"High","2022-02-09","Windows Server 2022"
4.7,"x64","10.0.20348","CVE-2022-21975","2023-08-10T05:36:47+00:00","CVE-2022-21975 affects Windows Server 2022","KB5011497 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21975"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21975""]","2023-06-29",1.9,"Medium","2022-03-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21974","2023-08-10T05:36:47+00:00","CVE-2022-21974 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21974"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21974""]","2023-06-29",9.3,"High","2022-02-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21971","2023-08-10T05:36:47+00:00","CVE-2022-21971 affects Windows Server 2022","KB5010354 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21971"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21971""]","2023-08-08",9.3,"High","2022-02-09","Windows Server 2022"
6.8,"x64","10.0.20348","CVE-2022-21963","2023-08-10T05:36:47+00:00","CVE-2022-21963 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21963"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21963""]","2022-05-23",7.2,"Medium","2022-01-11","Windows Server 2022"
6.8,"x64","10.0.20348","CVE-2022-21962","2023-08-10T05:36:47+00:00","CVE-2022-21962 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21962"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21962""]","2022-05-23",7.2,"Medium","2022-01-11","Windows Server 2022"
6.8,"x64","10.0.20348","CVE-2022-21961","2023-08-10T05:36:47+00:00","CVE-2022-21961 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21961"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21961""]","2022-05-23",7.2,"Medium","2022-01-11","Windows Server 2022"
6.8,"x64","10.0.20348","CVE-2022-21960","2023-08-10T05:36:47+00:00","CVE-2022-21960 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21960"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21960""]","2022-05-23",7.2,"Medium","2022-01-11","Windows Server 2022"
6.8,"x64","10.0.20348","CVE-2022-21959","2023-08-10T05:36:47+00:00","CVE-2022-21959 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21959"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21959""]","2022-05-23",7.2,"Medium","2022-01-11","Windows Server 2022"
6.8,"x64","10.0.20348","CVE-2022-21958","2023-08-10T05:36:47+00:00","CVE-2022-21958 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21958"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21958""]","2022-05-23",7.2,"Medium","2022-01-11","Windows Server 2022"
6.4,"x64","10.0.20348","CVE-2022-21928","2023-08-10T05:36:47+00:00","CVE-2022-21928 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21928"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21928""]","2023-08-08",6.9,"Medium","2022-01-11","Windows Server 2022"
5.3,"x64","10.0.20348","CVE-2022-21924","2023-08-10T05:36:47+00:00","CVE-2022-21924 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21924"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21924""]","2022-05-23",5.4,"Medium","2022-01-11","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-21922","2023-08-10T05:36:47+00:00","CVE-2022-21922 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21922"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21922""]","2022-05-23",9,"High","2022-01-11","Windows Server 2022"
4.4,"x64","10.0.20348","CVE-2022-21921","2023-08-10T05:36:47+00:00","CVE-2022-21921 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21921"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21921""]","2022-05-23",4.9,"Medium","2022-01-11","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-21920","2023-08-10T05:36:47+00:00","CVE-2022-21920 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21920"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21920""]","2023-08-08",9,"High","2022-01-11","Windows Server 2022"
7,"x64","10.0.20348","CVE-2022-21919","2023-08-10T05:36:47+00:00","CVE-2022-21919 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21919"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21919""]","2023-08-08",6.9,"High","2022-01-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2022-21918","2023-08-10T05:36:47+00:00","CVE-2022-21918 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21918"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21918""]","2023-08-08",4.9,"Medium","2022-01-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21916","2023-08-10T05:36:47+00:00","CVE-2022-21916 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21916"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21916""]","2023-08-08",7.2,"High","2022-01-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2022-21915","2023-08-10T05:36:47+00:00","CVE-2022-21915 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21915"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21915""]","2023-08-08",4,"Medium","2022-01-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21914","2023-08-10T05:36:47+00:00","CVE-2022-21914 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21914"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21914""]","2023-08-08",7.2,"High","2022-01-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2022-21913","2023-08-10T05:36:47+00:00","CVE-2022-21913 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21913"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21913""]","2023-08-08",5,"High","2022-01-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21910","2023-08-10T05:36:47+00:00","CVE-2022-21910 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21910"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21910""]","2023-08-08",4.6,"High","2022-01-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21908","2023-08-10T05:36:47+00:00","CVE-2022-21908 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21908"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21908""]","2023-08-08",7.2,"High","2022-01-11","Windows Server 2022"
9.8,"x64","10.0.20348","CVE-2022-21907","2023-08-10T05:36:47+00:00","CVE-2022-21907 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21907"",""http://packetstormsecurity.com/files/166730/Microsoft-HTTP-Protocol-Stack-Denial-Of-Service.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21907""]","2022-08-26",10,"Critical","2022-01-11","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2022-21906","2023-08-10T05:36:47+00:00","CVE-2022-21906 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21906"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21906""]","2022-09-27",2.1,"Medium","2022-01-11","Windows Server 2022"
8,"x64","10.0.20348","CVE-2022-21905","2023-08-10T05:36:47+00:00","CVE-2022-21905 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21905"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21905""]","2022-05-23",4.9,"High","2022-01-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2022-21904","2023-08-10T05:36:47+00:00","CVE-2022-21904 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21904"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21904""]","2023-08-08",5,"High","2022-01-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21903","2023-08-10T05:36:47+00:00","CVE-2022-21903 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21903"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21903""]","2023-08-08",7.2,"High","2022-01-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21902","2023-08-10T05:36:47+00:00","CVE-2022-21902 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21902"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21902""]","2022-05-23",7.2,"High","2022-01-11","Windows Server 2022"
8,"x64","10.0.20348","CVE-2022-21901","2023-08-10T05:36:47+00:00","CVE-2022-21901 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21901"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21901""]","2023-08-08",7.7,"High","2022-01-11","Windows Server 2022"
4.6,"x64","10.0.20348","CVE-2022-21900","2023-08-10T05:36:47+00:00","CVE-2022-21900 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21900"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21900""]","2022-05-23",3.8,"Medium","2022-01-11","Windows Server 2022"
9.8,"x64","10.0.20348","CVE-2022-21898","2023-08-10T05:36:47+00:00","CVE-2022-21898 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21898"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21898""]","2022-05-23",10,"Critical","2022-01-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21897","2023-08-10T05:36:47+00:00","CVE-2022-21897 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21897"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21897""]","2023-08-08",7.2,"High","2022-01-11","Windows Server 2022"
7,"x64","10.0.20348","CVE-2022-21896","2023-08-10T05:36:47+00:00","CVE-2022-21896 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21896"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21896""]","2023-08-08",6.9,"High","2022-01-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21895","2023-08-10T05:36:47+00:00","CVE-2022-21895 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21895"",""https://www.zerodayinitiative.com/advisories/ZDI-22-050/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21895""]","2023-08-08",7.2,"High","2022-01-11","Windows Server 2022"
4.4,"x64","10.0.20348","CVE-2022-21894","2023-08-10T05:36:47+00:00","CVE-2022-21894 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21894"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21894""]","2022-05-23",4.9,"Medium","2022-01-11","Windows Server 2022"
8,"x64","10.0.20348","CVE-2022-21893","2023-08-10T05:36:47+00:00","CVE-2022-21893 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21893"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21893""]","2022-05-23",8.5,"High","2022-01-11","Windows Server 2022"
6.8,"x64","10.0.20348","CVE-2022-21892","2023-08-10T05:36:47+00:00","CVE-2022-21892 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21892"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21892""]","2022-05-23",7.2,"Medium","2022-01-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2022-21890","2023-08-10T05:36:47+00:00","CVE-2022-21890 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21890"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21890""]","2022-05-23",4.3,"High","2022-01-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2022-21889","2023-08-10T05:36:47+00:00","CVE-2022-21889 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21889"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21889""]","2022-05-23",4.3,"High","2022-01-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21888","2023-08-10T05:36:47+00:00","CVE-2022-21888 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21888"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21888""]","2022-05-23",9.3,"High","2022-01-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21885","2023-08-10T05:36:47+00:00","CVE-2022-21885 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21885"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21885""]","2023-08-08",7.2,"High","2022-01-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21884","2023-08-10T05:36:47+00:00","CVE-2022-21884 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21884"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21884""]","2023-08-08",7.2,"High","2022-01-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2022-21883","2023-08-10T05:36:47+00:00","CVE-2022-21883 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21883"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21883""]","2022-05-23",7.1,"High","2022-01-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21882","2023-08-10T05:36:47+00:00","CVE-2022-21882 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21882"",""http://packetstormsecurity.com/files/166169/Win32k-ConsoleControl-Offset-Confusion-Privilege-Escalation.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21882""]","2023-08-08",7.2,"High","2022-01-11","Windows Server 2022"
7,"x64","10.0.20348","CVE-2022-21881","2023-08-10T05:36:47+00:00","CVE-2022-21881 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21881"",""http://packetstormsecurity.com/files/168097/Race-Against-The-Sandbox.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21881""]","2023-08-08",7.2,"High","2022-01-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2022-21880","2023-08-10T05:36:47+00:00","CVE-2022-21880 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21880"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21880""]","2023-08-08",7.8,"High","2022-01-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21879","2023-08-10T05:36:48+00:00","CVE-2022-21879 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21879"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21879""]","2023-08-08",7.2,"High","2022-01-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-21878","2023-08-10T05:36:48+00:00","CVE-2022-21878 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21878"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21878""]","2023-08-08",9.3,"High","2022-01-11","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2022-21877","2023-08-10T05:36:48+00:00","CVE-2022-21877 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21877"",""https://www.zerodayinitiative.com/advisories/ZDI-22-048/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21877""]","2022-05-23",4.9,"Medium","2022-01-11","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2022-21876","2023-08-10T05:36:48+00:00","CVE-2022-21876 affects Windows Server 2022","KB5009555 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21876"",""https://www.zerodayinitiative.com/advisories/ZDI-22-051/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21876""]","2022-05-23",4.9,"Medium","2022-01-11","Windows Server 2022"
