"cvss3_score","Architecture","Version","cve","detection_time","Title","condition","external_references","updated","cvss2_score","severity","published","Name"
7.8,"x64","2019","CVE-2019-1246","2023-09-07T21:58:49+00:00","CVE-2019-1246 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1246"",""https://nvd.nist.gov/vuln/detail/CVE-2019-1246""]","2020-08-24",9.3,"High","2019-09-11","Office version 2019"
7.8,"x64","2019","CVE-2019-1205","2023-09-07T21:58:49+00:00","CVE-2019-1205 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1205"",""https://nvd.nist.gov/vuln/detail/CVE-2019-1205""]","2020-08-24",9.3,"High","2019-08-14","Office version 2019"
4.3,"x64","2019","CVE-2019-1204","2023-09-07T21:58:49+00:00","CVE-2019-1204 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1204"",""https://nvd.nist.gov/vuln/detail/CVE-2019-1204""]","2020-08-24",4.3,"Medium","2019-08-14","Office version 2019"
7.8,"x64","2019","CVE-2019-1201","2023-09-07T21:58:49+00:00","CVE-2019-1201 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1201"",""https://nvd.nist.gov/vuln/detail/CVE-2019-1201""]","2020-08-24",9.3,"High","2019-08-14","Office version 2019"
7.8,"x64","2019","CVE-2019-1200","2023-09-07T21:58:49+00:00","CVE-2019-1200 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1200"",""https://nvd.nist.gov/vuln/detail/CVE-2019-1200""]","2020-08-24",9.3,"High","2019-08-14","Office version 2019"
7.8,"x64","2019","CVE-2019-1199","2023-09-07T21:58:49+00:00","CVE-2019-1199 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1199"",""https://nvd.nist.gov/vuln/detail/CVE-2019-1199""]","2020-08-24",9.3,"High","2019-08-14","Office version 2019"
7.8,"x64","2019","CVE-2019-1155","2023-09-07T21:58:49+00:00","CVE-2019-1155 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1155"",""https://nvd.nist.gov/vuln/detail/CVE-2019-1155""]","2020-08-24",9.3,"High","2019-08-14","Office version 2019"
5.5,"x64","2019","CVE-2019-1112","2023-09-07T21:58:49+00:00","CVE-2019-1112 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1112"",""https://nvd.nist.gov/vuln/detail/CVE-2019-1112""]","2019-07-17",4.3,"Medium","2019-07-15","Office version 2019"
8.8,"x64","2019","CVE-2019-1111","2023-09-07T21:58:49+00:00","CVE-2019-1111 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1111"",""https://nvd.nist.gov/vuln/detail/CVE-2019-1111""]","2020-08-24",9.3,"High","2019-07-15","Office version 2019"
8.8,"x64","2019","CVE-2019-1110","2023-09-07T21:58:49+00:00","CVE-2019-1110 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1110"",""https://nvd.nist.gov/vuln/detail/CVE-2019-1110""]","2020-08-24",9.3,"High","2019-07-15","Office version 2019"
9.1,"x64","2019","CVE-2019-1109","2023-09-07T21:58:49+00:00","CVE-2019-1109 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1109"",""https://nvd.nist.gov/vuln/detail/CVE-2019-1109""]","2019-07-19",6.4,"Critical","2019-07-15","Office version 2019"
6.5,"x64","2019","CVE-2019-1084","2023-09-07T21:58:49+00:00","CVE-2019-1084 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1084"",""https://nvd.nist.gov/vuln/detail/CVE-2019-1084""]","2020-05-04",4,"Medium","2019-07-15","Office version 2019"
7.8,"x64","2019","CVE-2019-1035","2023-09-07T21:58:49+00:00","CVE-2019-1035 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1035"",""https://www.zerodayinitiative.com/advisories/ZDI-19-572/"",""https://nvd.nist.gov/vuln/detail/CVE-2019-1035""]","2023-03-24",9.3,"High","2019-06-12","Office version 2019"
7.8,"x64","2019","CVE-2019-1034","2023-09-07T21:58:49+00:00","CVE-2019-1034 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1034"",""https://nvd.nist.gov/vuln/detail/CVE-2019-1034""]","2020-08-24",9.3,"High","2019-06-12","Office version 2019"
7.8,"x64","2019","CVE-2019-0946","2023-09-07T21:58:49+00:00","CVE-2019-0946 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0946"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0946""]","2019-05-17",9.3,"High","2019-05-16","Office version 2019"
7.8,"x64","2019","CVE-2019-0945","2023-09-07T21:58:49+00:00","CVE-2019-0945 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0945"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0945""]","2019-05-17",9.3,"High","2019-05-16","Office version 2019"
7.8,"x64","2019","CVE-2019-0827","2023-09-07T21:58:49+00:00","CVE-2019-0827 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0827"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0827""]","2020-08-24",6.8,"High","2019-04-09","Office version 2019"
7.8,"x64","2019","CVE-2019-0826","2023-09-07T21:58:49+00:00","CVE-2019-0826 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0826"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0826""]","2020-08-24",6.8,"High","2019-04-09","Office version 2019"
7.8,"x64","2019","CVE-2019-0825","2023-09-07T21:58:49+00:00","CVE-2019-0825 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0825"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0825""]","2020-08-24",6.8,"High","2019-04-09","Office version 2019"
7.8,"x64","2019","CVE-2019-0824","2023-09-07T21:58:49+00:00","CVE-2019-0824 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0824"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0824""]","2020-08-24",6.8,"High","2019-04-09","Office version 2019"
7.8,"x64","2019","CVE-2019-0822","2023-09-07T21:58:49+00:00","CVE-2019-0822 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0822"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0822""]","2020-08-24",9.3,"High","2019-04-09","Office version 2019"
7.8,"x64","2019","CVE-2019-0801","2023-09-07T21:58:49+00:00","CVE-2019-0801 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0801"",""https://www.zerodayinitiative.com/advisories/ZDI-19-358/"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0801""]","2019-04-15",6.8,"High","2019-04-09","Office version 2019"
7.8,"x64","2019","CVE-2019-0674","2023-09-07T21:58:49+00:00","CVE-2019-0674 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0674"",""http://www.securityfocus.com/bid/106931"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0674""]","2020-08-24",9.3,"High","2019-03-05","Office version 2019"
7.8,"x64","2019","CVE-2019-0673","2023-09-07T21:58:49+00:00","CVE-2019-0673 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0673"",""http://www.securityfocus.com/bid/106930"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0673""]","2020-08-24",9.3,"High","2019-03-05","Office version 2019"
7.8,"x64","2019","CVE-2019-0672","2023-09-07T21:58:49+00:00","CVE-2019-0672 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0672"",""http://www.securityfocus.com/bid/106929"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0672""]","2020-08-24",9.3,"High","2019-03-05","Office version 2019"
7.8,"x64","2019","CVE-2019-0671","2023-09-07T21:58:49+00:00","CVE-2019-0671 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0671"",""http://www.securityfocus.com/bid/106928"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0671""]","2020-08-24",9.3,"High","2019-03-05","Office version 2019"
6.5,"x64","2019","CVE-2019-0669","2023-09-07T21:58:49+00:00","CVE-2019-0669 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0669"",""http://www.securityfocus.com/bid/106897"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0669""]","2020-08-24",4.3,"Medium","2019-03-05","Office version 2019"
8.8,"x64","2019","CVE-2019-0585","2023-09-07T21:58:49+00:00","CVE-2019-0585 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0585"",""http://www.securityfocus.com/bid/106392"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0585""]","2020-08-24",9.3,"High","2019-01-08","Office version 2019"
7.8,"x64","2019","CVE-2019-0582","2023-09-07T21:58:49+00:00","CVE-2019-0582 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0582"",""http://www.securityfocus.com/bid/106433"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0582""]","2023-03-31",9.3,"High","2019-01-08","Office version 2019"
5.5,"x64","2019","CVE-2019-0561","2023-09-07T21:58:49+00:00","CVE-2019-0561 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0561"",""http://www.securityfocus.com/bid/106399"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0561""]","2020-08-24",4.3,"Medium","2019-01-08","Office version 2019"
5.5,"x64","2019","CVE-2019-0560","2023-09-07T21:58:49+00:00","CVE-2019-0560 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0560"",""http://www.securityfocus.com/bid/106398"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0560""]","2020-08-24",4.3,"Medium","2019-01-08","Office version 2019"
6.5,"x64","2019","CVE-2019-0559","2023-09-07T21:58:49+00:00","CVE-2019-0559 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0559"",""http://www.securityfocus.com/bid/106397"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0559""]","2020-08-24",4.3,"Medium","2019-01-08","Office version 2019"
8.8,"x64","2019","CVE-2019-0541","2023-09-07T21:58:49+00:00","CVE-2019-0541 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0541"",""http://www.securityfocus.com/bid/106402"",""https://www.exploit-db.com/exploits/46536/"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0541""]","2020-09-28",9.3,"High","2019-01-08","Office version 2019"
5.5,"x64","2019","CVE-2019-0540","2023-09-07T21:58:49+00:00","CVE-2019-0540 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0540"",""http://www.securityfocus.com/bid/106863"",""https://nvd.nist.gov/vuln/detail/CVE-2019-0540""]","2020-08-24",4.3,"Medium","2019-03-05","Office version 2019"
7.8,"x64","2019","CVE-2018-8628","2023-09-07T21:58:49+00:00","CVE-2018-8628 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8628"",""http://www.securityfocus.com/bid/106104"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8628""]","2020-08-24",9.3,"High","2018-12-12","Office version 2019"
5.5,"x64","2019","CVE-2018-8627","2023-09-07T21:58:49+00:00","CVE-2018-8627 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8627"",""http://www.securityfocus.com/bid/106120"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8627""]","2020-08-24",4.3,"Medium","2018-12-12","Office version 2019"
4.7,"x64","2019","CVE-2018-8598","2023-09-07T21:58:49+00:00","CVE-2018-8598 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8598"",""http://www.securityfocus.com/bid/106102"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8598""]","2020-08-24",2.6,"Medium","2018-12-12","Office version 2019"
7.8,"x64","2019","CVE-2018-8597","2023-09-07T21:58:49+00:00","CVE-2018-8597 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8597"",""http://www.securityfocus.com/bid/106100"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8597""]","2020-08-24",9.3,"High","2018-12-12","Office version 2019"
7.8,"x64","2019","CVE-2018-8587","2023-09-07T21:58:49+00:00","CVE-2018-8587 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8587"",""http://www.securityfocus.com/bid/106097"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8587""]","2020-08-24",9.3,"High","2018-12-12","Office version 2019"
6.5,"x64","2019","CVE-2018-8579","2023-09-07T21:58:49+00:00","CVE-2018-8579 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8579"",""http://www.securitytracker.com/id/1042132"",""http://www.securityfocus.com/bid/105828"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8579""]","2020-08-24",4,"Medium","2018-11-14","Office version 2019"
7.8,"x64","2019","CVE-2018-8577","2023-09-07T21:58:49+00:00","CVE-2018-8577 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8577"",""http://www.securitytracker.com/id/1042134"",""http://www.securityfocus.com/bid/105834"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8577""]","2020-08-24",9.3,"High","2018-11-14","Office version 2019"
7.8,"x64","2019","CVE-2018-8576","2023-09-07T21:58:49+00:00","CVE-2018-8576 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8576"",""http://www.securitytracker.com/id/1042110"",""http://www.securityfocus.com/bid/105822"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8576""]","2020-08-24",9.3,"High","2018-11-14","Office version 2019"
7.8,"x64","2019","CVE-2018-8574","2023-09-07T21:58:49+00:00","CVE-2018-8574 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8574"",""http://www.securitytracker.com/id/1042115"",""http://www.securityfocus.com/bid/105833"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8574""]","2020-08-24",9.3,"High","2018-11-14","Office version 2019"
7.8,"x64","2019","CVE-2018-8573","2023-09-07T21:58:49+00:00","CVE-2018-8573 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8573"",""http://www.securitytracker.com/id/1042114"",""http://www.securityfocus.com/bid/105836"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8573""]","2020-08-24",9.3,"High","2018-11-14","Office version 2019"
6.5,"x64","2019","CVE-2018-8558","2023-09-07T21:58:50+00:00","CVE-2018-8558 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8558"",""http://www.securityfocus.com/bid/105826"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8558""]","2018-12-14",4,"Medium","2018-11-14","Office version 2019"
5.9,"x64","2019","CVE-2018-8546","2023-09-07T21:58:50+00:00","CVE-2018-8546 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8546"",""http://www.securitytracker.com/id/1042125"",""http://www.securityfocus.com/bid/105802"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8546""]","2020-08-24",4.3,"Medium","2018-11-14","Office version 2019"
7.8,"x64","2019","CVE-2018-8524","2023-09-07T21:58:50+00:00","CVE-2018-8524 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8524"",""http://www.securitytracker.com/id/1042110"",""http://www.securityfocus.com/bid/105823"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8524""]","2020-08-24",9.3,"High","2018-11-14","Office version 2019"
7.8,"x64","2019","CVE-2018-8522","2023-09-07T21:58:50+00:00","CVE-2018-8522 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8522"",""http://www.securitytracker.com/id/1042110"",""http://www.securityfocus.com/bid/105820"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8522""]","2020-08-24",9.3,"High","2018-11-14","Office version 2019"
8.8,"x64","2019","CVE-2018-8504","2023-09-07T21:58:50+00:00","CVE-2018-8504 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8504"",""http://www.securitytracker.com/id/1041840"",""http://www.securityfocus.com/bid/105499"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8504""]","2019-10-03",9.3,"High","2018-10-10","Office version 2019"
8.8,"x64","2019","CVE-2018-8502","2023-09-07T21:58:50+00:00","CVE-2018-8502 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8502"",""http://www.securitytracker.com/id/1041839"",""http://www.securityfocus.com/bid/105498"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8502""]","2019-10-03",9.3,"High","2018-10-10","Office version 2019"
8.8,"x64","2019","CVE-2018-8501","2023-09-07T21:58:50+00:00","CVE-2018-8501 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8501"",""http://www.securitytracker.com/id/1041838"",""http://www.securityfocus.com/bid/105497"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8501""]","2019-10-03",9.3,"High","2018-10-10","Office version 2019"
7.8,"x64","2019","CVE-2018-8432","2023-09-07T21:58:50+00:00","CVE-2018-8432 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8432"",""http://www.securitytracker.com/id/1041823"",""http://www.securityfocus.com/bid/105458"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8432""]","2020-08-24",9.3,"High","2018-10-10","Office version 2019"
5.5,"x64","2019","CVE-2018-8427","2023-09-07T21:58:50+00:00","CVE-2018-8427 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8427"",""http://www.securitytracker.com/id/1041823"",""http://www.securityfocus.com/bid/105453"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8427""]","2018-11-27",2.1,"Medium","2018-10-10","Office version 2019"
7.5,"x64","10.0.20348","CVE-2023-36884","2023-08-10T05:36:30+00:00","CVE-2023-36884 affects Windows Server 2022","KB5029250 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36884"",""http://seclists.org/fulldisclosure/2023/Jul/43"",""https://nvd.nist.gov/vuln/detail/CVE-2023-36884""]","2023-08-08",0,"High","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-36874","2023-08-10T05:36:30+00:00","CVE-2023-36874 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36874"",""https://nvd.nist.gov/vuln/detail/CVE-2023-36874""]","2023-07-19",0,"High","2023-07-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2023-36871","2023-08-10T05:36:30+00:00","CVE-2023-36871 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36871"",""https://nvd.nist.gov/vuln/detail/CVE-2023-36871""]","2023-07-19",0,"Medium","2023-07-11","Windows Server 2022"
9.8,"x64","10.0.20348","CVE-2023-35367","2023-08-10T05:36:30+00:00","CVE-2023-35367 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35367"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35367""]","2023-07-18",0,"Critical","2023-07-11","Windows Server 2022"
9.8,"x64","10.0.20348","CVE-2023-35366","2023-08-10T05:36:30+00:00","CVE-2023-35366 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35366"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35366""]","2023-07-18",0,"Critical","2023-07-11","Windows Server 2022"
9.8,"x64","10.0.20348","CVE-2023-35365","2023-08-10T05:36:30+00:00","CVE-2023-35365 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35365"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35365""]","2023-07-18",0,"Critical","2023-07-11","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2023-35364","2023-08-10T05:36:30+00:00","CVE-2023-35364 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35364"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35364""]","2023-07-18",0,"High","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35363","2023-08-10T05:36:30+00:00","CVE-2023-35363 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35363"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35363""]","2023-07-18",0,"High","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35362","2023-08-10T05:36:30+00:00","CVE-2023-35362 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35362"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35362""]","2023-07-18",0,"High","2023-07-11","Windows Server 2022"
7,"x64","10.0.20348","CVE-2023-35361","2023-08-10T05:36:30+00:00","CVE-2023-35361 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35361"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35361""]","2023-07-18",0,"High","2023-07-11","Windows Server 2022"
7,"x64","10.0.20348","CVE-2023-35360","2023-08-10T05:36:30+00:00","CVE-2023-35360 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35360"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35360""]","2023-07-18",0,"High","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35358","2023-08-10T05:36:30+00:00","CVE-2023-35358 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35358"",""http://packetstormsecurity.com/files/174117/Microsoft-Windows-Kernel-Unsafe-Reference.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35358""]","2023-08-10",0,"High","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35357","2023-08-10T05:36:30+00:00","CVE-2023-35357 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35357"",""http://packetstormsecurity.com/files/174116/Microsoft-Windows-Kernel-Unsafe-Reference.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35357""]","2023-08-10",0,"High","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35356","2023-08-10T05:36:30+00:00","CVE-2023-35356 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35356"",""http://packetstormsecurity.com/files/174118/Microsoft-Windows-Kernel-Security-Descriptor-Use-After-Free.html"",""http://packetstormsecurity.com/files/174115/Microsoft-Windows-Kernel-Arbitrary-Read.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35356""]","2023-08-10",0,"High","2023-07-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-35353","2023-08-10T05:36:30+00:00","CVE-2023-35353 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35353"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35353""]","2023-07-18",0,"High","2023-07-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-35352","2023-08-10T05:36:30+00:00","CVE-2023-35352 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35352"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35352""]","2023-07-18",0,"High","2023-07-11","Windows Server 2022"
6.6,"x64","10.0.20348","CVE-2023-35351","2023-08-10T05:36:30+00:00","CVE-2023-35351 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35351"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35351""]","2023-07-19",0,"Medium","2023-07-11","Windows Server 2022"
7.2,"x64","10.0.20348","CVE-2023-35350","2023-08-10T05:36:30+00:00","CVE-2023-35350 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35350"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35350""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2023-35348","2023-08-10T05:36:30+00:00","CVE-2023-35348 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35348"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35348""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
7.1,"x64","10.0.20348","CVE-2023-35347","2023-08-10T05:36:30+00:00","CVE-2023-35347 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35347"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35347""]","2023-07-14",0,"High","2023-07-11","Windows Server 2022"
6.6,"x64","10.0.20348","CVE-2023-35346","2023-08-10T05:36:30+00:00","CVE-2023-35346 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35346"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35346""]","2023-07-14",0,"Medium","2023-07-11","Windows Server 2022"
6.6,"x64","10.0.20348","CVE-2023-35345","2023-08-10T05:36:30+00:00","CVE-2023-35345 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35345"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35345""]","2023-07-15",0,"Medium","2023-07-11","Windows Server 2022"
